EC:2.7.1.41	GLUCOSE-1-PHOSPHATE-PHOSPHODISMUTASE-RXN
EC:3.6.3.28	ABC-23-RXN,3.6.3.28-RXN
EC:2.7.11.25	2.7.11.25-RXN
EC:4.3.1.18	DSERDEAM-RXN
EC:1.1.1.271	1.1.1.271-RXN
EC:2.5.1.2	THIAMIN-PYRIDINYLASE-RXN
EC:3.1.21.3	3.1.21.3-RXN
EC:3.6.4.6	3.6.4.6-RXN,ATPASE-RXN
EC:5.3.2.5	R82-RXN
EC:4.2.3.25	4.2.3.25-RXN
EC:3.5.5.5	3.5.5.5-RXN
EC:2.4.2.12	2.4.2.12-RXN
EC:5.1.3.3	ALDOSE1EPIM-RXN,ALDOSE-1-EPIMERASE-RXN
EC:2.4.1.34	13-BETA-GLUCAN-SYNTHASE-RXN
EC:1.14.11.16	PEPTIDE-ASPARTATE-BETA-DIOXYGENASE-RXN
EC:1.14.21.4	1.1.3.35-RXN
EC:1.2.99.7	1.2.99.7-RXN
EC:3.2.2.7	ADENOSINE-NUCLEOSIDASE-RXN
EC:2.3.3.15	RXN-2364
EC:3.4.21.112	3.4.21.112-RXN
EC:2.7.6.2	THIAMIN-PYROPHOSPHOKINASE-RXN
EC:3.1.7.3	MONOTERPENYL-PYROPHOSPHATASE-RXN
EC:3.4.24.23	3.4.24.23-RXN
EC:4.1.99.16	RXN-9476,RXN-9475,RXN-12237
EC:2.3.1.221	RXN-9479
EC:3.1.1.59	RXN-16609,JUVENILE-HORMONE-ESTERASE-RXN
EC:5.3.3.2	IPPISOM-RXN
EC:2.4.1.83	RXN-16602,2.4.1.83-RXN
EC:2.4.1.282	RXN-13075
EC:5.4.99.58	RXN-13074
EC:3.5.1.111	RXN-13072
EC:2.3.2.3	LYSYLTRANSFERASE-RXN
EC:6.3.2.4	DALADALALIG-RXN
EC:5.3.1.28	RXN0-4301
EC:1.2.1.71	SUCCGLUALDDEHYD-RXN
EC:3.4.24.14	3.4.24.14-RXN
EC:2.1.1.131	2.1.1.131-RXN
EC:1.2.1.72	ERYTH4PDEHYDROG-RXN
EC:1.1.3.7	ARYL-ALCOHOL-OXIDASE-RXN
EC:4.1.1.37	UROGENDECARBOX-RXN,RXN-10642
EC:2.7.1.147	R301-RXN,RXN-12545
EC:2.3.2.8	ARGINYLTRANSFERASE-RXN
EC:2.3.1.6	CHOLINE-O-ACETYLTRANSFERASE-RXN
EC:1.1.1.340	RXN-12658
EC:1.11.2.3	RXN-12659,RXN-1064,RXN-16219,RXN-11819,RXN-9804
EC:1.14.11.35	RXN-12651
EC:1.14.19.8	RXN-12653
EC:1.14.13.170	RXN-12654
EC:2.4.1.52	2.4.1.52-RXN,TEICHOICSYN5-RXN
EC:3.2.1.2	RXN-12384,RXN-15909,RXN-12278,RXN-12279,RXN-1827
EC:2.1.1.215	RXN-12382,RXN-12380,RXN-12381,RXN-12379,RXN-12378
EC:5.4.99.62	RXN0-5304,RXN-15710
EC:5.1.3.32	RXN0-5306
EC:3.5.3.11	AGMATIN-RXN
EC:1.14.13.17	CHOLESTEROL-7-ALPHA-MONOOXYGENASE-RXN
EC:3.5.1.87	3.5.1.87-RXN
EC:6.1.1.3	THREONINE--TRNA-LIGASE-RXN
EC:5.1.3.4	RIBULPEPIM-RXN
EC:2.1.1.145	2.1.1.145-RXN
EC:1.97.1.10	RXN-12037,RXN-10604,THYROXINE-DEIODINASE-RXN
EC:1.1.3.4	GLUCOSE-OXIDASE-RXN
EC:3.4.23.19	3.4.23.19-RXN
EC:3.1.1.58	3.1.1.58-RXN
EC:3.6.3.27	ABC-27-RXN
EC:3.2.1.141	3.2.1.141-RXN
EC:4.1.1.9	MALONYL-COA-DECARBOXYLASE-RXN
EC:1.14.13.192	RXN-15381
EC:2.3.1.30	SERINE-O-ACETTRAN-RXN
EC:1.1.1.17	MANNPDEHYDROG-RXN
EC:3.6.3.25	3.6.3.25-RXN,ABC-7-RXN,ABC-70-RXN
EC:5.4.2.7	PPENTOMUT-RXN,D-PPENTOMUT-RXN
EC:2.5.1.73	RXN-10719
EC:6.1.1.27	RXN-10718
EC:1.3.1.42	12-OXOPHYTODIENOATE-REDUCTASE-RXN
EC:3.4.21.9	3.4.21.9-RXN
EC:1.3.1.81	RXN-5164,RXN-5163
EC:1.13.11.11	RXN-8665
EC:1.13.11.52	RXN-8665,RXN-8664
EC:1.8.4.14	1.8.4.14-RXN
EC:2.3.2.l	RXN-15560,RXN-15559
EC:3.1.4.2	RXN-14160,3.1.4.2-RXN
EC:3.1.4.46	RXN-14160,RXN-14073,GLYCPDIESTER-RXN,RXN-14136
EC:3.1.3.89	RXN-14161,RXN0-5292,RXN-14142,RXN-14143,RXN0-3741
EC:1.14.13.29	RXN-14162,4-NITROPHENOL-2-MONOOXYGENASE-RXN
EC:1.1.1.203	RXN-11407,URONATE-DEHYDROGENASE-RXN
EC:2.6.1.36	L-LYSINE-AMINOTRANSFERASE-RXN
EC:3.4.17.18	3.4.17.18-RXN
EC:1.1.1.102	RXN-12645,RXN-12642,3-DEHYDROSPHINGANINE-REDUCTASE-RXN
EC:1.2.1.21	GLYCOLALD-DEHYDROG-RXN
EC:4.1.1.15	GLUTDECARBOX-RXN
EC:5.5.1.8	GERANYL-DIPHOSPHATE-CYCLASE-RXN
EC:1.1.1.216	FARNESOL-DEHYDROGENASE-RXN
EC:2.3.1.43	2.3.1.43-RXN
EC:6.2.1.2	BUTYRATE--COA-LIGASE-RXN
EC:2.4.2.30	NAD+-ADP-RIBOSYLTRANSFERASE-RXN
EC:2.4.1.143	2.4.1.143-RXN,RXN-7869
EC:6.3.2.29	6.3.2.29-RXN,RXN-13439
EC:4.1.2.32	TRIMETHYLAMINE-OXIDE-ALDOLASE-RXN
EC:1.1.1.51	1.1.1.51-RXN
EC:2.3.1.87	RXN3DJ-35528,ARALKYLAMINE-N-ACETYLTRANSFERASE-RXN
EC:4.2.1.149	CARNDETRU-RXN
EC:3.4.21.26	3.4.21.26-RXN
EC:4.2.1.104	R524-RXN,RXN-12893
EC:3.5.4.28	S-ADENOSYLHOMOCYSTEINE-DEAMINASE-RXN
EC:4.2.1.118	DHSHIKIMATE-DEHYDRO-RXN
EC:2.7.1.130	TETRAACYLDISACC4KIN-RXN
EC:3.4.15.5	3.4.15.5-RXN
EC:2.1.1.176	RXN-11591
EC:1.8.5.1	1.8.5.1-RXN
EC:5.4.2.3	PHOSACETYLGLUCOSAMINEMUT-RXN
EC:6.1.1.22	ASPARAGINE--TRNA-LIGASE-RXN
EC:2.1.1.77	2.1.1.77-RXN
EC:2.7.13.2	2.7.13.2-RXN
EC:1.14.12.17	R621-RXN
EC:5.4.4.3	5.4.4.3-RXN
EC:2.4.1.M2	RXN-1224
EC:2.3.1.191	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
EC:1.14.13.72	RXN-13712,RXN-13710,RXN-13711,RXN-13188,RXN-13709
EC:1.14.13.15	RXN-13713,RXN-13690
EC:1.14.13.88	RXN-13717,RXN-7782,RXN-13192
EC:1.1.1.184	CARBONYL-REDUCTASE-NADPH-RXN
EC:1.1.1.272	RXN-13719,1.1.1.272-RXN
EC:2.3.1.244	RXN-15718
EC:5.1.3.2	UDPGLUCEPIM-RXN
EC:1.16.1.5	AQUACOBALAMIN-REDUCTASE-NADPH-RXN
EC:3.5.2.1	BARBITURASE-RXN
EC:2.7.13.3	2.7.13.3-RXN
EC:3.4.25.1	3.4.25.1-RXN
EC:2.4.1.145	2.4.1.145-RXN,RXN-7873
EC:3.4.24.52	3.4.24.52-RXN
EC:2.7.11.1	PROTEIN-KINASE-RXN
EC:2.7.11.12	PROTEIN-KINASE-RXN
EC:2.7.11.13	PROTEIN-KINASE-RXN
EC:2.7.11.17	PROTEIN-KINASE-RXN
EC:2.7.11.21	PROTEIN-KINASE-RXN
EC:2.7.11.22	PROTEIN-KINASE-RXN
EC:1.1.5.2	GLUCDEHYDROG-RXN,RXN0-6373
EC:3.5.1.114	RXN-13683,RXN-13684
EC:3.4.21.19	3.4.21.19-RXN
EC:3.5.1.14	RXN-13684,AMINOACYLASE-RXN
EC:2.8.1.2	MERCAPYSTRANS-RXN
EC:1.1.1.88	HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN
EC:5.4.99.5	CHORISMATEMUT-RXN
EC:2.1.1.168	RXN-11580
EC:4.1.2.34	4.1.2.34-RXN
EC:4.2.1.152	RXN-14943,RXN-14942,RXN-14941,RXN-14946,RXN-14944,RXN-14945
EC:5.4.2.12	3PGAREARR-RXN
EC:3.4.21.64	3.4.21.64-RXN
EC:1.3.1.62	1.3.1.62-RXN
EC:1.14.13.7	PHENOL-2-MONOOXYGENASE-RXN
EC:2.1.1.251	RXN-8128,RXN-8126,RXN-8125,RXN-13229,RXN-8130
EC:3.1.30.2	3.1.30.2-RXN
EC:2.4.2.54	RXN-8124
EC:3.5.1.82	3.5.1.82-RXN
EC:1.5.8.1	1.5.8.1-RXN
EC:4.1.1.43	PHENYLPYRUVATE-DECARBOXYLASE-RXN
EC:3.4.23.15	3.4.23.15-RXN
EC:2.1.1.125	2.1.1.125-RXN
EC:2.7.8.11	2.7.8.11-RXN
EC:2.7.4.28	RXN-13759
EC:4.1.1.22	HISTIDINE-DECARBOXYLASE-RXN
EC:2.7.4.27	RXN-13756
EC:2.4.1.88	2.4.1.88-RXN
EC:3.5.1.46	RXN-3962,RXN-14377
EC:2.3.1.209	RXN-13755
EC:3.4.24.56	3.4.24.56-RXN
EC:6.3.5.5	RXN-13202,CARBPSYN-RXN
EC:3.4.22.14	3.4.22.14-RXN
EC:2.8.3.12	RXN-1082,GLUTACONATE-COA-TRANSFERASE-RXN
EC:4.2.1.36	HOMOACONITATE-HYDRATASE-RXN
EC:6.2.1.13	PROPANOATECOA-LIGASE-RXN,ACETATE--COA-LIGASE-ADP-FORMING-RXN
EC:3.1.7.8	RXN-9459
EC:1.3.1.53	DCDPC-RXN,1.3.1.53-RXN
EC:4.2.1.7	ALTRODEHYDRAT-RXN
EC:3.4.24.24	3.4.24.24-RXN
EC:4.2.3.36	RXN-9455
EC:5.5.1.16	RXN-9457
EC:5.5.1.15	RXN-9456
EC:2.8.1.3	RXN-8202
EC:1.1.1.138	MANNITOL-2-DEHYDROGENASE-NADP+-RXN
EC:2.7.7.59	URITRANS-RXN
EC:3.4.11.7	RXN-16194,RXN-16190,3.4.11.7-RXN,RXN-16201
EC:3.5.1.48	ACETYLSPERMIDINE-DEACETYLASE-RXN
EC:4.1.1.98	RXN-9238,RXN-9231,RXN-15309,3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN,RXN-9223
EC:3.1.3.29	RXN-9989,N-ACYLNEURAMINATE-9-PHOSPHATASE-RXN
EC:2.5.1.57	RXN-9988
EC:2.1.1.64	RXN-9237,2.1.1.64-RXN,RXN3O-102,RXN-9229,DHHB-METHYLTRANSFER-RXN,RXN-11758
EC:2.7.8.1	ETHANOLAMINEPHOSPHOTRANSFERASE-RXN
EC:3.5.1.25	NAG6PDEACET-RXN,3.5.1.80-RXN
EC:1.2.7.1	PYRUFLAVREDUCT-RXN,2-OXOBUTYRATE-SYNTHASE-RXN
EC:1.3.1.64	1.3.1.64-RXN
EC:4.2.1.106	BA7DEHYDRA-RXN,4.2.1.106-RXN
EC:2.4.2.51	RXN-13975,RXN-15326
EC:2.3.1.133	2.3.1.133-RXN,RXN-2601
EC:2.4.99.20	RXN-13973
EC:1.14.18.e	RXN-7796
EC:3.5.1.32	HIPPURATE-HYDROLASE-RXN
EC:1.3.1.80	RXN-7741
EC:4.2.1.100	4.2.1.100-RXN
EC:2.4.2.28	5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN,RXN-14304
EC:3.6.1.22	NADPYROPHOSPHAT-RXN
EC:2.3.1.156	RXN-7805,2.3.1.156-RXN
EC:3.5.4.22	3.5.4.22-RXN
EC:3.2.1.136	3.2.1.136-RXN,RXN-12344
EC:2.1.1.4	ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN
EC:2.1.1.86	2.1.1.86-RXN
EC:4.2.1.96	RXN-13908,RXN-7908
EC:2.6.1.83	RXN-7737
EC:1.12.98.3	RXN-7733
EC:1.14.13.13	CALCIDIOL-1-MONOOXYGENASE-RXN
EC:3.2.2.20	RXN0-5189
EC:1.4.3.11	L-GLUTAMATE-OXIDASE-RXN
EC:2.3.1.168	2.3.1.168-RXN,MBCOA-DHLIPOAMIDE-RXN,ISOVALERYLCOA-DHLIPOAMIDE-RXN
EC:2.4.1.218	2.4.1.218-RXN
EC:1.2.1.62	SYDDEHYD-RXN
EC:2.1.1.6	RXN-10909,RXN-10906,CATECHOL-O-METHYLTRANSFERASE-RXN,RXN6666-6,RXN6666-7,RXN-9017,RXN-10914,RXN-10916,RXN-10870
EC:3.2.1.75	3.2.1.75-RXN
EC:3.13.1.4	RXN-15362
EC:3.1.1.68	XYLONO-14-LACTONASE-RXN
EC:2.6.1.51	SERINE--PYRUVATE-AMINOTRANSFERASE-RXN
EC:1.14.99.42	RXN-8469
EC:1.1.1.194	RXN-2602
EC:1.1.1.195	RXN-2602,RXN-1102,RXN-1125,CINNAMYL-ALCOHOL-DEHYDROGENASE-RXN
EC:2.3.1.176	2.3.1.176-RXN,RXN-12706,RXN-9850
EC:6.3.2.1	PANTOATE-BETA-ALANINE-LIG-RXN
EC:2.4.1.203	RXN-4723
EC:3.4.15.6	3.4.15.6-RXN
EC:4.3.3.5	RXN-10846
EC:1.13.12.17	RXN-10845
EC:1.21.3.9	RXN-10844
EC:1.4.3.23	RXN-10843
EC:1.14.19.9	RXN-10842
EC:2.5.1.36	RXN-4509,RXN-4510
EC:1.2.99.2	CARBON-MONOXIDE-DEHYDROGENASE-RXN
EC:2.3.3.8	ATP-CITRATE-PRO-S--LYASE-RXN
EC:4.2.3.128	RXN-8604
EC:4.2.3.129	RXN-8601
EC:4.4.1.21	RIBOSYLHOMOCYSTEINASE-RXN
EC:2.7.1.53	LYXK-RXN
EC:2.7.7.43	ACYLNEURAMINATE-CYTIDYLYLTRANSFERASE-RXN,RXN-9990
EC:3.2.1.130	3.2.1.130-RXN
EC:4.2.3.86	RXN-8609
EC:4.2.3.73	RXN-8608
EC:1.10.2.2	RXN-14107,RXN-15829,RXN-15816,1.10.2.2-RXN
EC:2.4.1.213	2.4.1.213-RXN
EC:2.4.1.234	RXN-14109,2.4.1.234-RXN
EC:4.2.3.94	RXN-10599
EC:3.2.1.97	3.2.1.97-RXN
EC:2.4.1.229	2.4.1.229-RXN
EC:3.1.3.72	3.1.3.72-RXN
EC:2.4.1.54	2.4.1.54-RXN
EC:1.1.5.8	1.1.99.25-RXN,SHIKIMATE-PQQ-RXN
EC:2.1.2.3	AICARTRANSFORM-RXN
EC:4.1.3.30	METHYLISOCITRATE-LYASE-RXN
EC:4.2.1.113	O-SUCCINYLBENZOATE-COA-SYN-RXN
EC:1.1.1.18	MYO-INOSITOL-2-DEHYDROGENASE-RXN
EC:3.5.3.26	URUR-RXN
EC:6.3.2.30	6.3.2.30-RXN,RXN-13440
EC:1.14.18.c	RXN3O-1380,RXN-14250
EC:2.3.1.146	PINOSYLVIN-SYNTHASE-RXN
EC:1.3.1.6	FUMARATE-REDUCTASE-NADH-RXN
EC:2.1.1.28	2.1.1.28-RXN,RXN66-241
EC:2.7.1.67	1-PHOSPHATIDYLINOSITOL-KINASE-RXN
EC:2.3.1.64	AGMATINE-N4-COUMAROYLTRANSFERASE-RXN
EC:1.1.1.6	GLYCDEH-RXN
EC:2.3.1.79	MALTACETYLTRAN-RXN
EC:3.1.3.12	RXN1G-1439,RXN1G-1438,RXN1G-1435,RXN1G-1437,RXN1G-1436,TREHALOSEPHOSPHA-RXN
EC:4.2.3.26	4.2.3.26-RXN
EC:1.1.1.257	SOLDEHYD-RXN
EC:1.3.1.48	15-OXOPROSTAGLANDIN-13-REDUCTASE-RXN
EC:6.1.1.7	ALANINE--TRNA-LIGASE-RXN
EC:3.6.3.34	ABC-9-RXN,ABC-10-RXN,3.6.3.34-RXN,ABC-11-RXN
EC:2.5.1.94	RXN-11714
EC:1.14.15.8	RXN-11240
EC:1.14.11.41	RXN-14542
EC:2.7.2.15	PROPKIN-RXN
EC:2.7.4.21	2.7.1.152-RXN,RXN-10971,RXN-10974
EC:6.3.1.8	GSPSYN-RXN
EC:6.3.1.9	GSPSYN-RXN,6.3.1.9-RXN
EC:5.4.99.40	RXN-8434
EC:1.14.11.40	RXN-14541
EC:4.2.3.123	RXN-8430
EC:1.14.18.1	MONOPHENOL-MONOOXYGENASE-RXN
EC:3.4.22.46	3.4.22.46-RXN
EC:2.7.1.94	ACYLGLYCEROL-KINASE-RXN
EC:2.3.1.8	PHOSACETYLTRANS-RXN
EC:1.3.1.72	RXN66-28,RXN66-321,RXN66-10
EC:1.3.1.21	RXN66-27,RXN-4210,RXN66-323,RXN-707
EC:2.1.1.244	RXN-13226,RXN-13225
EC:1.1.1.325	RXN-13222,RXN-13030,RXN-13223
EC:3.6.1.28	THIAMIN-TRIPHOSPHATASE-RXN
EC:1.1.99.38	RXN-13221
EC:1.2.1.43	FORMATE-DEHYDROGENASE-NADP+-RXN
EC:1.1.1.136	1.1.1.136-RXN
EC:1.1.1.232	1.1.1.232-RXN
EC:2.7.11.20	2.7.11.20-RXN
EC:2.1.1.148	RXN-8850
EC:2.4.1.266	RXN-8851,RXN-12041,RXN-12038
EC:1.14.13.146	RXN-8855
EC:3.1.1.97	RXN-15776
EC:2.2.1.12	RXN-15774,RXN-15769,RXN-15768,RXN-15767,RXN-15766
EC:2.1.1.314	RXN-15775
EC:1.1.1.73	OCTANOL-DEHYDROGENASE-RXN
EC:2.1.1.111	ANTHRANILATE-N-METHYLTRANSFERASE-RXN
EC:3.4.21.22	3.4.21.22-RXN
EC:2.6.1.19	GABATRANSAM-RXN,RXN-2901
EC:2.5.1.61	OHMETHYLBILANESYN-RXN
EC:1.21.4.3	1.21.4.3-RXN
EC:1.1.2.3	L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
EC:3.4.22.61	3.4.22.61-RXN
EC:3.4.23.32	3.4.23.32-RXN
EC:4.2.2.23	RXN-12173
EC:3.2.1.171	RXN-12172
EC:3.2.1.172	RXN-12174
EC:1.1.1.137	RIBITOL-5-PHOSPHATE-2-DEHYDROGENASE-RXN
EC:2.4.99.18	2.4.1.119-RXN,RXN-16761
EC:2.7.12.2	2.7.12.2-RXN,RXN-16317
EC:2.1.1.103	RXN-5642,RXN-5643,2.1.1.103-RXN
EC:6.3.4.21	NICOTINATEPRIBOSYLTRANS-RXN
EC:3.1.3.75	RXN-5647,RXN-7948
EC:1.14.13.136	RXN-1541,RXN-3283
EC:4.2.3.24	RXN-8046
EC:3.4.13.9	3.4.13.9-RXN
EC:4.1.1.64	4.1.1.64-RXN
EC:2.1.1.171	RXN0-6515
EC:5.3.3.18	RXN0-6510
EC:2.3.1.223	RXN0-6512
EC:2.3.3.5	2-METHYLCITRATE-SYNTHASE-RXN
EC:1.14.11.44	RXN-14823,RXN-14822
EC:1.14.13.180	RXN-14824
EC:1.14.13.181	RXN-14829,RXN-14830,RXN-16478,RXN-16479,RXN-14855
EC:2.4.1.131	RXN-5464
EC:2.4.1.258	RXN-5466
EC:2.4.1.259	RXN-5467
EC:2.7.8.41	RXN-8141
EC:2.4.1.132	RXN-5462
EC:2.4.1.257	RXN-5463
EC:2.1.1.152	R322-RXN
EC:2.4.1.260	RXN-5468
EC:2.4.1.261	RXN-5469
EC:2.7.7.52	RNA-URIDYLYLTRANSFERASE-RXN
EC:2.3.1.129	UDPNACETYLGLUCOSAMACYLTRANS-RXN
EC:3.2.1.159	3.2.1.159-RXN,RXN-12427,RXN-12426,RXN-12429
EC:2.3.1.102	N6-HYDROXYLYSINE-O-ACETYLTRANSFERASE-RXN
EC:1.14.13.102	RXN-8386
EC:5.1.1.9	ARGININE-RACEMASE-RXN
EC:3.4.24.57	3.4.24.57-RXN
EC:1.5.8.4	DIMETHYLGLYCINE-DEHYDROGENASE-RXN
EC:3.6.3.53	3.6.3.53-RXN
EC:1.14.19.ap	RXN-16467,RXN-16464
EC:3.2.1.22	ALPHAGALACTOSID-RXN,RXN-11501,RXN-12088
EC:3.6.1.2	TRIMETAPHOSPHATASE-RXN
EC:1.14.99.10	STEROID-21-MONOOXYGENASE-RXN
EC:3.5.1.115	RXN-14640,RXN1G-186
EC:4.1.1.29	CYSTAUR-RXN,SULFINOALANINE-DECARBOXYLASE-RXN
EC:1.11.1.6	RXN66-1,RXN-14189,CATAL-RXN
EC:3.6.3.8	3.6.3.8-RXN
EC:2.6.1.2	ALANINE-AMINOTRANSFERASE-RXN,RXN-13698
EC:1.1.1.162	ERYTHRULOSE-REDUCTASE-RXN
EC:3.1.1.7	ACETYLCHOLINESTERASE-RXN
EC:2.1.1.115	2.1.1.115-RXN
EC:1.2.1.19	AMINOBUTDEHYDROG-RXN
EC:2.1.1.33	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
EC:2.3.1.200	RXN-13032
EC:2.3.1.181	RXN-13037,RXN0-947
EC:2.3.1.204	RXN-13036
EC:4.2.2.d	RXN-13034
EC:2.7.7.63	RXN-13039,RXN0-1141,RXN-8654,RXN-8655
EC:2.7.7.70	RXN0-4342
EC:2.7.1.167	RXN0-4341
EC:3.1.26.11	3.1.26.11-RXN
EC:1.13.11.17	INDOLE-23-DIOXYGENASE-RXN
EC:3.1.26.3	3.1.26.3-RXN
EC:2.1.1.21	2.1.1.21-RXN,RXN-12902
EC:3.1.3.68	3.1.3.68-RXN
EC:2.4.1.cp	RXN-16648
EC:1.14.19.g	RXN-16036,RXN-16047
EC:3.2.1.149	RXN-13696,RXN-13695,RXN-13694,RXN-13693,RXN-13692,RXN-13691,3.2.1.149-RXN,RXN-13701
EC:2.6.1.77	TAURINE-AMINOTRANSFERASE-RXN,RXN-14907
EC:3.4.23.29	3.4.23.29-RXN
EC:3.2.2.30	RXN-12346
EC:4.2.1.151	RXN-12345
EC:3.4.19.13	RXN-12618
EC:3.4.23.52	RXN-12619
EC:4.1.2.53	RXN0-5433
EC:1.1.1.244	METHANOL-DEHYDROGENASE-RXN
EC:3.6.1.45	UDPSUGARHYDRO-RXN
EC:3.4.16.5	3.4.16.5-RXN
EC:1.11.1.14	DIARYLPROPANE-PEROXIDASE-RXN
EC:2.4.1.297	RXN-13965
EC:1.14.13.86	RXN-7750
EC:2.4.1.294	RXN-13960
EC:4.2.3.7	PENTALENENE-SYNTHASE-RXN
EC:3.5.1.102	RXN-10056
EC:3.1.1.67	FATTY-ACYL-ETHYL-ESTER-SYNTHASE-RXN
EC:2.7.6.1	PRPPSYN-RXN
EC:2.3.1.164	2.3.1.164-RXN,RXN-8809
EC:2.4.1.183	ALPHA-13-GLUCAN-SYNTHASE-RXN
EC:1.5.99.3	L-PIPECOLATE-DEHYDROGENASE-RXN
EC:2.2.1.5	2-HYDROXY-3-OXOADIPATE-SYNTHASE-RXN
EC:2.3.1.180	2.3.1.180-RXN
EC:1.14.12.22	RXN-11511
EC:2.7.7.61	2.7.7.61-RXN
EC:2.3.1.54	PYRUVFORMLY-RXN
EC:3.4.13.22	3.4.13.22-RXN
EC:2.4.1.159	RXN-8449,2.4.1.159-RXN
EC:2.7.1.173	RXN-8443
EC:2.3.1.238	RXN-15694
EC:5.1.3.11	RXN-15344,RXN-15709,CELLOBIOSE-EPIMERASE-RXN
EC:3.1.2.31	RXN-15690
EC:2.5.1.127	RXN-15699
EC:2.5.1.126	RXN-15698
EC:1.6.2.2	RXN-11195,CYTOCHROME-B5-REDUCTASE-RXN
EC:3.1.1.84	RXN-11192
EC:1.4.5.1	RXN-11193
EC:2.5.1.79	RXN-11190
EC:2.5.1.80	RXN-11191
EC:3.2.1.150	3.2.1.150-RXN
EC:2.8.3.19	RXN0-7075
EC:2.3.1.108	TUBULIN-N-ACETYLTRANSFERASE-RXN
EC:4.2.1.69	CYANAMIDE-HYDRATASE-RXN
EC:1.13.11.72	RXN-10824
EC:2.3.1.192	RXN-10821
EC:4.2.2.17	4.2.2.17-RXN
EC:2.7.1.177	RXN-8626
EC:4.2.3.81	RXN-8621
EC:2.4.1.22	LACTOSE-SYNTHASE-RXN
EC:1.3.1.24	BILIVERDIN-REDUCTASE-RXN
EC:3.6.3.52	3.6.3.52-RXN
EC:4.2.2.22	4.2.2.22-RXN
EC:4.2.99.22	RXN-14343
EC:6.3.4.22	RXN-14344
EC:1.1.1.371	RXN-14347
EC:1.7.2.1	RXN-15838,NITRITE-REDUCTASE-CYTOCHROME-RXN
EC:1.9.3.1	RXN-15830,CYTOCHROME-C-OXIDASE-RXN
EC:2.8.1.5	2.8.1.5-RXN
EC:1.1.2.8	RXN-11333
EC:1.1.99.35	RXN-11334
EC:1.1.9.1	RXN-11335
EC:4.2.1.105	RXN-3284,RXN-3303
EC:2.7.1.159	2.7.1.133-RXN,2.7.1.139-RXN
EC:4.2.2.6	OLIGOGALACTURONIDE-LYASE-RXN
EC:1.3.1.49	1.3.1.49-RXN
EC:3.4.22.2	3.4.22.2-RXN
EC:2.4.99.6	2.4.99.6-RXN
EC:3.6.4.2	3.6.4.2-RXN
EC:3.5.1.89	3.1.1.69-RXN
EC:4.1.1.1	PYRUVATE-DECARBOXYLASE-RXN,RXN-7692,RXN-6161
EC:1.1.3.40	1.1.3.40-RXN
EC:1.1.1.69	GLUCONATE-5-DEHYDROGENASE-RXN
EC:4.5.1.3	DICHLOROMETHANE-DEHALOGENASE-RXN
EC:3.4.22.57	3.4.22.57-RXN
EC:3.4.22.35	3.4.22.35-RXN
EC:1.14.13.18	1.14.13.18-RXN
EC:2.4.1.323	RXN-9372
EC:3.4.22.60	3.4.22.60-RXN
EC:2.7.11.33	RXN-13758
EC:1.18.6.1	NITROGENASE-RXN
EC:3.1.3.88	RXN-13204
EC:2.7.11.32	RXN-13757
EC:2.1.1.263	RXN-13754
EC:2.1.1.262	RXN-13752
EC:1.5.1.45	RXN-13750
EC:2.4.2.49	RXN-13203
EC:4.1.1.41	RXN0-310,METHYLMALONYL-COA-DECARBOXYLASE-RXN
EC:3.1.2.2	THIOESTER-RXN,RXN-13435,RXN-13430,RXN-9626,RXN-9627,RXN-9624,RXN-9628,RXN-9629,RXN-16395,RXN-9666,PALMITOYL-COA-HYDROLASE-RXN,RXN-16063
EC:2.3.1.216	RXN-11
EC:6.3.2.45	RXN0-2361,RXN0-7022
EC:1.1.1.294	RXN-7678
EC:1.2.1.90	RXN-15754
EC:2.7.11.30	2.7.11.30-RXN
EC:1.1.1.377	RXN-15753
EC:4.2.1.81	D--TARTRATE-DEHYDRATASE-RXN
EC:3.4.21.76	3.4.21.76-RXN
EC:3.1.3.15	HISTIDPHOS-RXN
EC:1.4.1.18	LYSINE-6-DEHYDROGENASE-RXN
EC:3.5.4.9	METHENYLTHFCYCLOHYDRO-RXN
EC:3.2.1.151	RXN-12401,3.2.1.151-RXN
EC:3.2.1.177	RXN-12402,RXN0-5001
EC:1.2.1.31	1.2.1.31-RXN
EC:3.4.21.118	3.4.21.118-RXN
EC:3.5.4.32	RXN-11455
EC:1.1.1.176	1.1.1.176-RXN
EC:1.1.1.45	L-GULONATE-3-DEHYDROGENASE-RXN
EC:3.1.1.31	6PGLUCONOLACT-RXN
EC:2.6.1.5	TYROSINE-AMINOTRANSFERASE-RXN
EC:2.7.1.154	2.7.1.154-RXN
EC:1.15.1.1	SUPEROX-DISMUT-RXN
EC:2.4.1.157	2.4.1.157-RXN
EC:3.4.24.1	3.4.24.1-RXN
EC:2.5.1.65	2.5.1.65-RXN
EC:2.1.1.16	2.1.1.16-RXN
EC:6.3.1.11	RXN0-3901
